comarca,data_lectura,temp,precip,hume,temp_anterior,precip_anterior,hume_anterior
Alt Penedès,2009-02-16,6.354166666666667,0.0,81.05,5.802499999999999,0.0,71.30833333333334
Alt Penedès,2009-02-17,7.245833333333334,0.0,67.14166666666667,6.354166666666667,0.0,81.05
Alt Penedès,2009-02-18,9.1175,0.0,54.083333333333336,7.245833333333334,0.0,67.14166666666667
Alt Penedès,2009-02-19,7.846666666666667,0.0,72.625,9.1175,0.0,54.083333333333336
Alt Penedès,2009-02-20,7.128333333333333,0.0,75.90833333333333,7.846666666666667,0.0,72.625
Alt Penedès,2009-02-21,6.620833333333334,0.0,76.60833333333333,7.128333333333333,0.0,75.90833333333333
Alt Penedès,2009-02-22,8.8525,0.0,63.13333333333333,6.620833333333334,0.0,76.60833333333333
Alt Penedès,2009-02-23,9.195833333333333,0.0,63.15833333333333,8.8525,0.0,63.13333333333333
Alt Penedès,2009-02-24,7.819166666666666,0.0,73.85833333333333,9.195833333333333,0.0,63.15833333333333
Alt Penedès,2009-02-25,8.105,0.0,81.00833333333334,7.819166666666666,0.0,73.85833333333333
Alt Penedès,2009-02-26,8.100833333333334,0.2,81.325,8.105,0.0,81.00833333333334
Alt Penedès,2009-02-27,10.523333333333332,0.5,68.35,8.100833333333334,0.2,81.325
Alt Penedès,2009-02-28,8.529166666666667,6.7,80.29166666666667,10.523333333333332,0.5,68.35
Alt Penedès,2009-03-01,8.585,1.6,87.825,8.529166666666667,6.7,80.29166666666667
Alt Penedès,2009-03-02,8.78,8.1,85.34166666666667,8.585,1.6,87.825
Alt Penedès,2009-03-03,8.958333333333334,0.2,82.9,8.78,8.1,85.34166666666667
Alt Penedès,2009-03-04,6.976666666666668,11.7,82.63333333333334,8.958333333333334,0.2,82.9
Alt Penedès,2009-03-05,5.463333333333334,0.0,61.81666666666667,6.976666666666668,11.7,82.63333333333334
Alt Penedès,2009-03-06,8.125,0.0,36.99166666666667,5.463333333333334,0.0,61.81666666666667
Alt Penedès,2009-03-07,11.298333333333334,0.0,38.925,8.125,0.0,36.99166666666667
Alt Penedès,2009-03-08,10.476666666666668,0.0,67.55833333333334,11.298333333333334,0.0,38.925
Alt Penedès,2009-03-09,9.845,0.0,75.89166666666667,10.476666666666668,0.0,67.55833333333334
Alt Penedès,2009-03-10,10.845833333333331,1.0,72.0,9.845,0.0,75.89166666666667
Alt Penedès,2009-03-11,9.995833333333334,0.0,75.38333333333334,10.845833333333331,1.0,72.0
Alt Penedès,2009-03-12,10.554166666666667,0.0,81.86666666666666,9.995833333333334,0.0,75.38333333333334
Alt Penedès,2009-03-13,12.090833333333334,0.4,74.25833333333334,10.554166666666667,0.0,81.86666666666666
Alt Penedès,2009-03-14,14.325833333333332,0.0,56.54166666666666,12.090833333333334,0.4,74.25833333333334
Alt Penedès,2009-03-15,13.1375,0.0,51.95,14.325833333333332,0.0,56.54166666666666
Alt Penedès,2009-03-16,11.865,0.0,57.46666666666667,13.1375,0.0,51.95
Alt Penedès,2009-03-17,11.19,0.0,54.61666666666667,11.865,0.0,57.46666666666667
Alt Penedès,2009-03-18,11.0075,0.0,56.891666666666666,11.19,0.0,54.61666666666667
Alt Penedès,2009-03-19,11.014166666666666,0.0,66.68333333333334,11.0075,0.0,56.891666666666666
Alt Penedès,2009-03-20,11.235,0.2,62.0,11.014166666666666,0.0,66.68333333333334
Alt Penedès,2009-03-21,8.51,0.0,64.20833333333333,11.235,0.2,62.0
Alt Penedès,2009-03-22,9.216666666666669,0.0,72.46666666666667,8.51,0.0,64.20833333333333
Alt Penedès,2009-03-23,11.9325,0.0,52.375,9.216666666666669,0.0,72.46666666666667
Alt Penedès,2009-03-24,11.5775,0.0,54.475,11.9325,0.0,52.375
Alt Penedès,2009-03-25,10.2925,0.0,55.65,11.5775,0.0,54.475
Alt Penedès,2009-03-26,10.665,0.0,61.31666666666667,10.2925,0.0,55.65
Alt Penedès,2009-03-27,11.409166666666666,0.0,72.31666666666666,10.665,0.0,61.31666666666667
Alt Penedès,2009-03-28,9.47,39.9,91.25833333333334,11.409166666666666,0.0,72.31666666666666
Alt Penedès,2009-03-29,9.196666666666664,35.8,80.05833333333334,9.47,39.9,91.25833333333334
Alt Penedès,2009-03-30,8.965833333333334,34.1,81.925,9.196666666666664,35.8,80.05833333333334
Alt Penedès,2009-03-31,7.573333333333333,80.7,85.98333333333333,8.965833333333334,34.1,81.925
Alt Penedès,2009-04-01,9.8575,14.4,77.425,7.573333333333333,80.7,85.98333333333333
Alt Penedès,2009-04-02,8.7275,30.5,82.55,9.8575,14.4,77.425
Alt Penedès,2009-04-03,9.910833333333333,8.1,79.76666666666667,8.7275,30.5,82.55
Alt Penedès,2009-04-04,10.946666666666664,0.6000000000000001,80.16666666666667,9.910833333333333,8.1,79.76666666666667
Alt Penedès,2009-04-05,11.999166666666667,0.0,80.18333333333334,10.946666666666664,0.6000000000000001,80.16666666666667
Alt Penedès,2009-04-06,11.489166666666668,0.4,80.88333333333334,11.999166666666667,0.0,80.18333333333334
Alt Penedès,2009-04-07,10.255,129.7,90.91666666666669,11.489166666666668,0.4,80.88333333333334
Alt Penedès,2009-04-08,10.280833333333334,12.5,79.94166666666666,10.255,129.7,90.91666666666669
Alt Penedès,2009-04-09,12.050833333333332,0.7000000000000001,75.96666666666667,10.280833333333334,12.5,79.94166666666666
Alt Penedès,2009-04-10,10.914166666666668,8.5,91.05,12.050833333333332,0.7000000000000001,75.96666666666667
Alt Penedès,2009-04-11,10.235833333333334,57.2,78.65,10.914166666666668,8.5,91.05
Alt Penedès,2009-04-12,9.398333333333332,11.5,76.075,10.235833333333334,57.2,78.65
Alt Penedès,2009-04-13,13.175,0.0,60.73333333333333,9.398333333333332,11.5,76.075
Alt Penedès,2009-04-14,12.670833333333333,0.0,71.85833333333333,13.175,0.0,60.73333333333333
Alt Penedès,2009-04-15,12.415,3.5,77.59166666666667,12.670833333333333,0.0,71.85833333333333
Alt Penedès,2009-04-16,11.6525,0.4,68.34166666666667,12.415,3.5,77.59166666666667
Alt Penedès,2009-04-17,11.175833333333332,0.0,65.64166666666667,11.6525,0.4,68.34166666666667
Alt Penedès,2009-04-18,10.4625,3.7,78.15833333333333,11.175833333333332,0.0,65.64166666666667
Alt Penedès,2009-04-19,11.548333333333334,2.6,69.64166666666667,10.4625,3.7,78.15833333333333
Alt Penedès,2009-04-20,12.3075,0.5,66.94166666666666,11.548333333333334,2.6,69.64166666666667
Alt Penedès,2009-04-21,15.4,2.8,56.875,12.3075,0.5,66.94166666666666
Alt Penedès,2009-04-22,17.348333333333336,0.0,43.93333333333333,15.4,2.8,56.875
Alt Penedès,2009-04-23,18.015,0.0,43.891666666666666,17.348333333333336,0.0,43.93333333333333
Alt Penedès,2009-04-24,15.981666666666666,0.0,52.15,18.015,0.0,43.891666666666666
Alt Penedès,2009-04-25,14.4475,0.0,72.51666666666667,15.981666666666666,0.0,52.15
Alt Penedès,2009-04-26,12.123333333333331,51.6,75.55,14.4475,0.0,72.51666666666667
Alt Penedès,2009-04-27,13.110833333333334,0.0,56.68333333333333,12.123333333333331,51.6,75.55
Alt Penedès,2009-04-28,14.840833333333334,0.0,49.81666666666667,13.110833333333334,0.0,56.68333333333333
Alt Penedès,2009-04-29,13.315,0.0,64.05833333333334,14.840833333333334,0.0,49.81666666666667
Alt Penedès,2009-04-30,13.220833333333331,40.1,79.325,13.315,0.0,64.05833333333334
Alt Penedès,2009-05-01,14.070833333333333,16.5,73.56666666666666,13.220833333333331,40.1,79.325
Alt Penedès,2009-05-02,15.904166666666669,0.0,55.54166666666666,14.070833333333333,16.5,73.56666666666666
Alt Penedès,2009-05-03,17.1275,0.0,53.90833333333333,15.904166666666669,0.0,55.54166666666666
Alt Penedès,2009-05-04,17.415833333333335,0.0,56.66666666666666,17.1275,0.0,53.90833333333333
Alt Penedès,2009-05-05,15.551666666666668,0.0,58.05833333333333,17.415833333333335,0.0,56.66666666666666
Alt Penedès,2009-05-06,17.7325,0.0,55.96666666666667,15.551666666666668,0.0,58.05833333333333
Alt Penedès,2009-05-07,18.8225,0.2,52.24166666666667,17.7325,0.0,55.96666666666667
Alt Penedès,2009-05-08,17.320833333333333,0.0,60.48333333333333,18.8225,0.2,52.24166666666667
Alt Penedès,2009-05-09,16.76,1.2000000000000002,71.65833333333333,17.320833333333333,0.0,60.48333333333333
Alt Penedès,2009-05-10,17.759999999999998,1.1,75.7,16.76,1.2000000000000002,71.65833333333333
Alt Penedès,2009-05-11,17.552500000000002,0.0,73.48333333333333,17.759999999999998,1.1,75.7
Alt Penedès,2009-05-12,19.771666666666665,0.0,67.575,17.552500000000002,0.0,73.48333333333333
Alt Penedès,2009-05-13,18.23333333333333,0.0,75.475,19.771666666666665,0.0,67.575
Alt Penedès,2009-05-14,15.976666666666668,18.6,85.4,18.23333333333333,0.0,75.475
Alt Penedès,2009-05-15,14.634166666666664,0.0,58.36666666666667,15.976666666666668,18.6,85.4
Alt Penedès,2009-05-16,15.889166666666666,0.0,59.18333333333333,14.634166666666664,0.0,58.36666666666667
Alt Penedès,2009-05-17,16.3125,0.0,64.0,15.889166666666666,0.0,59.18333333333333
Alt Penedès,2009-05-18,17.015,0.0,61.93333333333333,16.3125,0.0,64.0
Alt Penedès,2009-05-19,18.189166666666665,0.2,61.21666666666667,17.015,0.0,61.93333333333333
Alt Penedès,2009-05-20,20.29583333333333,0.0,52.391666666666666,18.189166666666665,0.2,61.21666666666667
Alt Penedès,2009-05-21,22.3875,0.0,52.73333333333333,20.29583333333333,0.0,52.391666666666666
Alt Penedès,2009-05-22,20.92,0.0,67.61666666666666,22.3875,0.0,52.73333333333333
Alt Penedès,2009-05-23,22.99083333333333,0.0,59.34166666666667,20.92,0.0,67.61666666666666
Alt Penedès,2009-05-24,21.5525,0.0,66.31666666666666,22.99083333333333,0.0,59.34166666666667
Alt Penedès,2009-05-25,19.495,0.0,75.99166666666666,21.5525,0.0,66.31666666666666
Alt Penedès,2009-05-26,19.814166666666665,0.0,61.90833333333333,19.495,0.0,75.99166666666666
Alt Penedès,2009-05-27,18.385,0.0,52.15833333333333,19.814166666666665,0.0,61.90833333333333
Alt Penedès,2009-05-28,19.945833333333333,0.0,42.46666666666667,18.385,0.0,52.15833333333333
Alt Penedès,2009-05-29,19.484166666666667,0.0,55.24166666666667,19.945833333333333,0.0,42.46666666666667
Alt Penedès,2009-05-30,20.2075,0.0,50.825,19.484166666666667,0.0,55.24166666666667
Alt Penedès,2009-05-31,19.246666666666663,0.0,52.86666666666667,20.2075,0.0,50.825
Alt Penedès,2009-06-01,19.6925,0.0,57.95,19.246666666666663,0.0,52.86666666666667
Alt Penedès,2009-06-02,20.304166666666667,0.0,52.71666666666667,19.6925,0.0,57.95
Alt Penedès,2009-06-03,20.54583333333333,0.0,58.35,20.304166666666667,0.0,52.71666666666667
Alt Penedès,2009-06-04,20.1225,0.0,65.73333333333333,20.54583333333333,0.0,58.35
Alt Penedès,2009-06-05,18.20583333333333,41.3,85.85,20.1225,0.0,65.73333333333333
Alt Penedès,2009-06-06,17.948333333333334,3.3000000000000003,61.98333333333333,18.20583333333333,41.3,85.85
Alt Penedès,2009-06-07,18.284166666666668,0.0,60.23333333333333,17.948333333333334,3.3000000000000003,61.98333333333333
Alt Penedès,2009-06-08,17.99416666666667,0.0,78.525,18.284166666666668,0.0,60.23333333333333
Alt Penedès,2009-06-09,19.639166666666664,0.2,47.48333333333333,17.99416666666667,0.0,78.525
Alt Penedès,2009-06-10,20.585833333333333,0.0,60.458333333333336,19.639166666666664,0.2,47.48333333333333
Alt Penedès,2009-06-11,21.15833333333333,0.0,58.391666666666666,20.585833333333333,0.0,60.458333333333336
Alt Penedès,2009-06-12,21.1275,0.0,68.06666666666666,21.15833333333333,0.0,58.391666666666666
Alt Penedès,2009-06-13,23.129166666666663,0.0,53.44166666666667,21.1275,0.0,68.06666666666666
Alt Penedès,2009-06-14,26.414166666666667,0.0,43.875,23.129166666666663,0.0,53.44166666666667
Alt Penedès,2009-06-15,24.88583333333333,0.0,48.825,26.414166666666667,0.0,43.875
Alt Penedès,2009-06-16,23.95083333333333,0.0,63.05,24.88583333333333,0.0,48.825
Alt Penedès,2009-06-17,24.57583333333333,0.0,50.41666666666666,23.95083333333333,0.0,63.05
Alt Penedès,2009-06-18,24.29583333333333,0.0,46.05,24.57583333333333,0.0,50.41666666666666
Alt Penedès,2009-06-19,24.489166666666662,0.0,53.958333333333336,24.29583333333333,0.0,46.05
Alt Penedès,2009-06-20,20.875,10.0,72.8,24.489166666666662,0.0,53.958333333333336
Alt Penedès,2009-06-21,19.379166666666663,0.0,56.675,20.875,10.0,72.8
Alt Penedès,2009-06-22,19.6975,0.0,62.49166666666667,19.379166666666663,0.0,56.675
Alt Penedès,2009-06-23,20.1325,0.0,71.03333333333333,19.6975,0.0,62.49166666666667
Alt Penedès,2009-06-24,21.31083333333333,0.0,76.525,20.1325,0.0,71.03333333333333
Alt Penedès,2009-06-25,22.03166666666667,9.7,69.40833333333333,21.31083333333333,0.0,76.525
Alt Penedès,2009-06-26,22.19083333333333,0.2,58.40833333333333,22.03166666666667,9.7,69.40833333333333
Alt Penedès,2009-06-27,22.149166666666662,0.0,62.91666666666666,22.19083333333333,0.2,58.40833333333333
Alt Penedès,2009-06-28,23.06083333333333,0.2,72.48333333333333,22.149166666666662,0.0,62.91666666666666
Alt Penedès,2009-06-29,25.13,0.0,54.266666666666666,23.06083333333333,0.2,72.48333333333333
Alt Penedès,2009-06-30,26.26083333333333,0.0,42.93333333333333,25.13,0.0,54.266666666666666
Alt Penedès,2009-07-01,27.06833333333333,0.0,36.68333333333333,26.26083333333333,0.0,42.93333333333333
Alt Penedès,2009-07-02,25.489166666666662,0.0,43.833333333333336,27.06833333333333,0.0,36.68333333333333
Alt Penedès,2009-07-03,24.27583333333333,0.0,57.05833333333333,25.489166666666662,0.0,43.833333333333336
Alt Penedès,2009-07-04,25.691666666666663,0.0,49.25833333333333,24.27583333333333,0.0,57.05833333333333
Alt Penedès,2009-07-05,24.46,0.4,61.5,25.691666666666663,0.0,49.25833333333333
Alt Penedès,2009-07-06,23.715,0.2,59.73333333333333,24.46,0.4,61.5
Alt Penedès,2009-07-07,21.766666666666666,12.1,68.775,23.715,0.2,59.73333333333333
Alt Penedès,2009-07-08,18.8275,10.9,82.75,21.766666666666666,12.1,68.775
Alt Penedès,2009-07-09,18.066666666666663,140.4,93.69166666666666,18.8275,10.9,82.75
Alt Penedès,2009-07-10,20.488333333333333,0.0,79.08333333333333,18.066666666666663,140.4,93.69166666666666
Alt Penedès,2009-07-11,21.49333333333333,0.0,78.03333333333333,20.488333333333333,0.0,79.08333333333333
Alt Penedès,2009-07-12,23.4725,0.0,80.8,21.49333333333333,0.0,78.03333333333333
Alt Penedès,2009-07-13,25.046666666666667,0.2,61.708333333333336,23.4725,0.0,80.8
Alt Penedès,2009-07-14,24.36,3.6,70.275,25.046666666666667,0.2,61.708333333333336
Alt Penedès,2009-07-15,23.83833333333333,0.1,73.63333333333334,24.36,3.6,70.275
Alt Penedès,2009-07-16,24.39333333333333,0.0,70.85833333333333,23.83833333333333,0.1,73.63333333333334
Alt Penedès,2009-07-17,23.93583333333333,0.0,51.275,24.39333333333333,0.0,70.85833333333333
Alt Penedès,2009-07-18,20.185,0.0,43.03333333333333,23.93583333333333,0.0,51.275
Alt Penedès,2009-07-19,20.839166666666664,0.0,66.175,20.185,0.0,43.03333333333333
Alt Penedès,2009-07-20,22.245,0.0,68.46666666666667,20.839166666666664,0.0,66.175
Alt Penedès,2009-07-21,22.86916666666667,0.0,67.28333333333333,22.245,0.0,68.46666666666667
Alt Penedès,2009-07-22,24.5375,14.3,66.24166666666666,22.86916666666667,0.0,67.28333333333333
Alt Penedès,2009-07-23,27.89333333333333,0.0,48.53333333333333,24.5375,14.3,66.24166666666666
Alt Penedès,2009-07-24,27.238333333333333,0.0,44.28333333333333,27.89333333333333,0.0,48.53333333333333
Alt Penedès,2009-07-25,23.444166666666668,0.0,63.2,27.238333333333333,0.0,44.28333333333333
Alt Penedès,2009-07-26,23.076666666666664,0.0,67.3,23.444166666666668,0.0,63.2
Alt Penedès,2009-07-27,23.991666666666667,0.0,66.775,23.076666666666664,0.0,67.3
Alt Penedès,2009-07-28,23.738333333333333,0.0,64.875,23.991666666666667,0.0,66.775
Alt Penedès,2009-07-29,23.825,0.0,72.31666666666666,23.738333333333333,0.0,64.875
Alt Penedès,2009-07-30,25.52583333333333,0.0,59.74166666666667,23.825,0.0,72.31666666666666
Alt Penedès,2009-07-31,23.4,0.0,69.63333333333334,25.52583333333333,0.0,59.74166666666667
Alt Penedès,2009-08-01,23.11,2.8,76.94166666666666,23.4,0.0,69.63333333333334
Alt Penedès,2009-08-02,22.579166666666666,0.0,64.75,23.11,2.8,76.94166666666666
Alt Penedès,2009-08-03,21.746666666666663,0.0,65.975,22.579166666666666,0.0,64.75
Alt Penedès,2009-08-04,23.909166666666668,0.0,68.45,21.746666666666663,0.0,65.975
Alt Penedès,2009-08-05,25.04083333333333,0.0,68.73333333333333,23.909166666666668,0.0,68.45
Alt Penedès,2009-08-06,24.390833333333333,0.0,67.675,25.04083333333333,0.0,68.73333333333333
Alt Penedès,2009-08-07,24.4225,0.0,63.391666666666666,24.390833333333333,0.0,67.675
Alt Penedès,2009-08-08,24.0475,0.2,66.45,24.4225,0.0,63.391666666666666
Alt Penedès,2009-08-09,21.815,80.2,70.90833333333333,24.0475,0.2,66.45
Alt Penedès,2009-08-10,21.929166666666667,0.2,76.71666666666667,21.815,80.2,70.90833333333333
Alt Penedès,2009-08-11,23.23333333333333,0.0,69.81666666666666,21.929166666666667,0.2,76.71666666666667
Alt Penedès,2009-08-12,24.3475,0.0,63.18333333333333,23.23333333333333,0.0,69.81666666666666
Alt Penedès,2009-08-13,24.78,0.0,55.63333333333333,24.3475,0.0,63.18333333333333
Alt Penedès,2009-08-14,25.93166666666667,0.0,51.325,24.78,0.0,55.63333333333333
Alt Penedès,2009-08-15,25.985833333333336,0.0,53.78333333333333,25.93166666666667,0.0,51.325
Alt Penedès,2009-08-16,25.0225,0.0,59.04166666666666,25.985833333333336,0.0,53.78333333333333
Alt Penedès,2009-08-17,26.68083333333333,0.0,45.975,25.0225,0.0,59.04166666666666
Alt Penedès,2009-08-18,26.515,0.0,40.85,26.68083333333333,0.0,45.975
Alt Penedès,2009-08-19,26.88583333333333,0.0,32.733333333333334,26.515,0.0,40.85
Alt Penedès,2009-08-20,26.154166666666665,0.0,40.81666666666667,26.88583333333333,0.0,32.733333333333334
Alt Penedès,2009-08-21,24.93083333333333,0.0,56.78333333333333,26.154166666666665,0.0,40.81666666666667
Alt Penedès,2009-08-22,24.095,0.0,73.45,24.93083333333333,0.0,56.78333333333333
Alt Penedès,2009-08-23,24.759166666666665,0.0,67.475,24.095,0.0,73.45
Alt Penedès,2009-08-24,24.80583333333333,0.0,69.76666666666667,24.759166666666665,0.0,67.475
Alt Penedès,2009-08-25,22.491666666666667,48.9,83.41666666666667,24.80583333333333,0.0,69.76666666666667
Alt Penedès,2009-08-26,23.404166666666665,0.2,76.36666666666666,22.491666666666667,48.9,83.41666666666667
Alt Penedès,2009-08-27,23.819166666666668,0.2,68.21666666666667,23.404166666666665,0.2,76.36666666666666
Alt Penedès,2009-08-28,24.7875,0.0,62.275,23.819166666666668,0.2,68.21666666666667
Alt Penedès,2009-08-29,23.59083333333333,0.0,64.30833333333334,24.7875,0.0,62.275
Alt Penedès,2009-08-30,22.011666666666667,0.0,70.6,23.59083333333333,0.0,64.30833333333334
Alt Penedès,2009-08-31,23.001666666666665,0.0,77.925,22.011666666666667,0.0,70.6
Alt Penedès,2009-09-01,24.0975,8.5,78.5,23.001666666666665,0.0,77.925
Alt Penedès,2009-09-02,23.199166666666667,0.0,79.63333333333334,24.0975,8.5,78.5
Alt Penedès,2009-09-03,23.363333333333333,0.2,74.475,23.199166666666667,0.0,79.63333333333334
Alt Penedès,2009-09-04,23.5,0.0,72.40833333333333,23.363333333333333,0.2,74.475
Alt Penedès,2009-09-05,19.99416666666667,0.0,57.21666666666667,23.5,0.0,72.40833333333333
Alt Penedès,2009-09-06,20.3875,0.0,74.63333333333334,19.99416666666667,0.0,57.21666666666667
Alt Penedès,2009-09-07,20.70083333333333,0.0,70.84166666666667,20.3875,0.0,74.63333333333334
Alt Penedès,2009-09-08,20.28666666666667,0.0,68.075,20.70083333333333,0.0,70.84166666666667
Alt Penedès,2009-09-09,20.846666666666668,0.4,61.36666666666667,20.28666666666667,0.0,68.075
Alt Penedès,2009-09-10,21.3775,0.0,55.4,20.846666666666668,0.4,61.36666666666667
Alt Penedès,2009-09-11,21.363333333333333,0.0,59.2,21.3775,0.0,55.4
Alt Penedès,2009-09-12,20.648333333333333,2.4000000000000004,63.65833333333333,21.363333333333333,0.0,59.2
Alt Penedès,2009-09-13,19.365,35.4,74.98333333333333,20.648333333333333,2.4000000000000004,63.65833333333333
Alt Penedès,2009-09-14,19.0375,40.5,75.45833333333333,19.365,35.4,74.98333333333333
Alt Penedès,2009-09-15,14.614166666666668,7.2,80.01666666666667,19.0375,40.5,75.45833333333333
Alt Penedès,2009-09-16,16.481666666666666,0.0,65.23333333333333,14.614166666666668,7.2,80.01666666666667
Alt Penedès,2009-09-17,17.990000000000002,47.1,69.48333333333333,16.481666666666666,0.0,65.23333333333333
Alt Penedès,2009-09-18,16.671666666666667,1.1,75.65833333333333,17.990000000000002,47.1,69.48333333333333
Alt Penedès,2009-09-19,17.365833333333335,0.2,62.575,16.671666666666667,1.1,75.65833333333333
Alt Penedès,2009-09-20,17.290833333333335,0.2,70.31666666666666,17.365833333333335,0.2,62.575
Alt Penedès,2009-09-21,18.685,0.2,63.8,17.290833333333335,0.2,70.31666666666666
Alt Penedès,2009-09-22,20.436666666666667,0.8,57.3,18.685,0.2,63.8
Alt Penedès,2009-09-23,20.3075,0.0,61.2,20.436666666666667,0.8,57.3
Alt Penedès,2009-09-24,20.989166666666662,0.0,60.69166666666667,20.3075,0.0,61.2
Alt Penedès,2009-09-25,19.79583333333333,0.0,68.95,20.989166666666662,0.0,60.69166666666667
Alt Penedès,2009-09-26,19.211666666666662,0.0,69.175,19.79583333333333,0.0,68.95
Alt Penedès,2009-09-27,19.10083333333333,0.0,70.125,19.211666666666662,0.0,69.175
Alt Penedès,2009-09-28,18.93083333333333,0.0,65.50833333333334,19.10083333333333,0.0,70.125
Alt Penedès,2009-09-29,19.646666666666665,0.0,57.775,18.93083333333333,0.0,65.50833333333334
Alt Penedès,2009-09-30,18.23166666666667,18.4,72.875,19.646666666666665,0.0,57.775
Alt Penedès,2009-10-01,18.75333333333333,66.9,74.45833333333333,18.23166666666667,18.4,72.875
Alt Penedès,2009-10-02,18.4375,0.6000000000000001,71.825,18.75333333333333,66.9,74.45833333333333
Alt Penedès,2009-10-03,16.673333333333332,0.4,69.58333333333333,18.4375,0.6000000000000001,71.825
